Lab Code,A_RBC,A_WBC,A_PLT,A_Hb,A_Hct,A_MCV,A_MCH,A_MCHC,B_RBC,B_WBC,B_PLT,B_Hb,B_Hct,B_MCV,B_MCH,B_MCHC,Brand code,Model code
270,4.2,9.1,219.0,10.8,35.4,84.4,25.7,30.5,5.08,22.6,529.0,14.7,44.1,87.0,28.9,33.3,600,605
627,4.09,9.8,207.0,11.0,33.8,82.7,26.8,32.5,5.02,23.8,530.0,15.3,43.6,87.0,30.4,35.0,600,605
671,4.11,8.7,224.0,10.5,33.3,81.1,25.5,31.5,5.17,21.4,544.0,15.3,45.0,87.2,29.5,34.0,600,605
894,4.17,8.7,218.0,10.7,33.4,80.1,25.6,32.0,5.24,21.8,549.0,15.1,44.8,85.6,28.8,33.7,600,605
