Lab Code,A_RBC,A_WBC,A_PLT,A_Hb,A_Hct,A_MCV,A_MCH,A_MCHC,B_RBC,B_WBC,B_PLT,B_Hb,B_Hct,B_MCV,B_MCH,B_MCHC,Brand code,Model code
219,4.15,7.19,196.0,10.9,36.6,88.3,26.1,29.8,5.26,17.7,556.0,14.9,49.0,93.1,28.3,30.4,600,604
220,4.25,7.21,225.0,10.8,37.2,87.5,25.4,29.0,5.27,17.97,586.0,14.7,48.9,92.7,27.8,30.1,600,604
255,4.18,7.44,208.0,10.9,36.4,87.0,26.0,29.9,5.17,18.73,578.0,14.8,47.7,92.2,28.6,31.0,600,604
278,4.25,6.88,205.0,10.9,37.0,87.1,25.7,29.6,5.25,17.0,570.0,14.7,48.5,92.3,28.1,30.4,600,604
282,4.14,7.56,216.0,10.8,35.6,86.0,26.1,30.3,5.27,17.66,619.0,14.6,59.9,109.8,27.7,25.2,600,604
297,4.13,6.76,176.0,10.9,35.0,84.8,26.4,31.1,5.11,16.13,562.0,14.8,48.3,94.5,29.0,30.6,600,604
300,4.18,7.41,216.0,10.7,35.9,86.4,25.8,29.8,5.19,18.2,593.0,14.6,47.2,90.9,28.1,30.9,600,604
313,4.08,6.73,188.0,10.7,34.3,84.1,26.3,31.2,5.08,16.49,547.0,14.6,45.3,89.2,28.7,32.2,600,604
320,4.3,7.35,236.0,10.8,37.7,87.7,25.2,28.6,5.3,18.19,636.0,14.8,48.9,92.3,27.8,30.3,600,604
324,4.19,7.21,230.0,10.8,36.2,86.4,25.7,29.8,5.29,17.95,596.0,14.6,48.3,91.3,27.6,30.2,600,604
327,4.16,7.31,215.0,10.9,36.2,87.1,26.1,30.1,5.17,19.11,636.0,14.7,47.1,91.1,28.4,31.2,600,604
341,4.13,7.37,208.0,10.8,35.6,86.1,26.2,30.3,5.17,17.84,588.0,14.8,46.9,90.7,28.6,31.6,600,604
349,4.14,7.08,211.0,10.7,36.0,86.9,25.8,29.7,5.15,17.38,568.0,14.5,47.1,91.4,28.1,30.8,600,604
350,4.13,7.11,218.0,10.9,35.8,86.8,26.4,30.4,5.21,17.22,602.0,14.8,47.4,90.9,28.4,31.2,600,604
352,4.19,7.01,204.0,11.0,36.1,86.1,26.2,30.5,5.32,17.95,606.0,15.0,48.1,90.4,28.1,31.2,600,604
371,4.17,6.92,206.0,10.6,48.2,115.7,25.4,22.0,5.32,18.24,614.0,14.7,49.7,93.3,27.6,29.6,600,604
385,4.34,6.03,217.0,10.9,53.2,122.6,25.1,20.5,4.7,14.81,573.0,14.8,59.5,126.6,31.4,24.9,600,604
399,4.16,6.13,227.0,16.8,46.6,112.6,25.9,23.4,5.27,,582.0,20.1,60.4,121.8,27.8,22.9,600,604
400,4.27,7.19,245.0,10.8,51.9,121.6,25.4,20.8,5.32,18.58,634.0,15.0,47.9,90.1,28.2,31.2,600,604
402,4.06,7.32,207.0,10.8,34.6,85.3,26.5,31.2,5.08,18.06,563.0,14.7,45.5,89.5,28.9,32.3,600,604
414,4.2,7.21,182.0,10.8,35.5,84.5,25.8,30.4,5.23,18.01,559.0,14.8,46.9,89.7,28.4,31.6,600,604
442,4.28,7.28,188.0,11.0,37.2,86.8,25.7,29.6,5.25,18.39,542.0,14.8,48.2,91.9,28.3,30.7,600,604
468,4.22,7.46,225.0,10.9,36.4,86.2,25.8,29.9,5.34,18.35,633.0,15.0,48.9,91.6,28.1,30.7,600,604
475,4.24,7.38,208.0,11.0,36.8,86.7,25.9,29.9,5.26,7.92,584.0,14.7,48.1,91.4,28.0,30.6,600,604
507,4.21,7.31,201.0,10.9,36.4,86.4,25.9,29.5,5.26,18.0,595.0,14.9,47.9,91.0,28.3,31.1,600,604
568,4.23,7.02,207.0,10.8,36.7,86.8,25.4,29.4,5.28,18.1,579.0,14.7,48.6,92.1,27.8,30.2,600,604
571,4.13,6.75,204.0,10.8,37.3,90.3,26.2,29.0,5.19,11.8,603.0,14.8,49.6,95.5,28.5,29.8,600,604
581,4.35,7.32,221.0,11.0,37.3,85.8,25.4,29.5,5.39,18.35,613.0,14.8,48.8,90.6,27.5,30.3,600,604
593,4.22,7.44,206.0,10.8,36.0,85.3,25.7,30.0,5.27,17.91,567.0,14.7,47.3,89.8,27.9,31.1,600,604
607,4.22,7.31,218.0,11.0,37.3,88.5,26.2,29.5,5.3,18.34,589.0,15.0,48.5,91.5,28.3,30.9,600,604
626,4.15,7.2,201.0,10.7,35.5,85.5,25.7,30.1,5.25,17.99,587.0,14.5,48.0,91.5,27.6,30.2,600,604
629,4.24,7.38,220.0,10.8,36.9,87.0,25.4,29.3,5.39,18.14,616.0,14.8,49.6,92.1,27.5,29.8,600,604
669,4.14,,216.0,11.0,35.9,86.7,26.5,30.6,5.14,,594.0,14.9,47.0,91.5,29.0,31.7,600,604
684,4.21,7.22,214.0,10.9,36.1,86.0,26.0,30.3,5.23,18.21,573.0,14.9,47.3,90.3,28.3,31.4,600,604
706,4.18,7.44,222.0,10.9,36.2,86.6,26.2,30.1,5.25,17.93,602.0,14.9,47.9,91.3,28.3,31.1,600,604
709,4.23,7.32,208.0,11.1,37.0,87.5,26.1,29.8,5.26,18.14,592.0,15.0,48.2,92.5,28.5,30.0,600,604
719,4.2,7.35,217.0,10.8,36.3,86.5,25.7,29.8,5.24,18.11,594.0,14.7,47.7,90.9,27.9,30.8,600,604
721,4.26,7.1,200.0,10.9,37.0,86.9,25.6,29.5,5.47,17.81,607.0,14.9,49.7,90.8,27.3,30.0,600,604
722,4.16,7.19,221.0,10.7,35.4,85.0,25.8,30.4,5.18,17.87,604.0,14.5,46.3,89.5,28.0,31.3,600,604
726,4.15,7.11,232.0,10.8,35.9,86.6,26.0,30.1,5.2,18.18,592.0,14.7,47.6,91.6,28.3,30.9,600,604
739,4.18,7.28,216.0,10.8,36.2,86.7,25.8,29.8,5.16,18.0,566.0,14.5,46.9,90.9,28.1,30.9,600,604
747,4.19,7.36,201.0,10.9,36.4,87.0,25.9,29.8,5.25,18.16,602.0,14.7,47.8,91.1,28.1,30.8,600,604
776,4.11,8.84,214.0,10.8,34.4,83.8,26.1,31.4,5.05,22.37,579.0,14.6,44.7,88.5,28.9,32.7,600,604
791,4.18,7.48,217.0,10.8,35.6,85.3,25.8,30.3,5.2,17.74,614.0,14.5,47.6,91.6,27.9,30.4,600,604
821,4.1,0.22,206.0,10.7,35.0,85.4,26.2,30.6,5.11,0.16,544.0,14.4,46.2,90.5,28.2,31.2,600,604
829,4.21,7.0,201.0,10.9,36.1,86.5,26.1,30.5,5.24,17.74,581.0,14.9,47.5,90.6,28.5,31.4,600,604
830,4.32,7.27,221.0,11.0,38.7,89.5,25.4,28.4,5.4,18.37,602.0,14.9,50.5,93.6,27.6,29.5,600,604
831,4.16,7.21,218.0,10.9,36.4,87.6,26.3,29.9,5.21,17.7,580.0,14.9,49.6,91.6,28.1,30.6,600,604
832,4.27,7.26,217.0,11.0,36.5,85.4,25.6,30.1,5.34,18.05,582.0,14.9,48.5,90.9,27.9,30.7,600,604
833,4.22,7.48,213.0,10.9,36.2,85.9,25.7,30.1,5.31,18.26,584.0,14.8,48.1,90.5,27.9,30.8,600,604
837,4.19,7.43,218.0,10.8,36.3,86.6,25.8,29.8,5.25,17.66,589.0,14.8,48.0,91.4,28.1,30.8,600,604
838,4.15,7.14,214.0,10.9,36.2,87.3,26.4,30.2,5.17,16.86,566.0,14.8,47.5,92.0,28.6,31.0,600,604
840,4.07,7.16,221.0,10.8,35.4,87.1,26.6,30.5,5.16,18.1,608.0,14.8,47.2,91.4,28.6,31.4,600,604
842,4.17,7.3,202.0,10.7,36.2,86.7,25.8,29.6,5.23,18.41,570.0,14.6,47.7,91.3,27.9,30.6,600,604
844,4.21,7.13,210.0,10.8,36.2,86.1,25.6,29.8,5.23,17.81,598.0,14.7,47.5,90.9,28.2,30.9,600,604
845,4.1,7.19,205.0,11.0,35.9,87.7,26.9,30.6,5.09,17.88,570.0,14.9,46.6,91.4,29.3,32.0,600,604
846,4.23,7.06,217.0,10.8,36.2,85.6,25.5,29.8,5.25,17.7,609.0,14.8,47.3,90.1,28.2,31.3,600,604
848,4.3,7.06,238.0,10.8,51.3,119.4,25.1,21.1,5.21,17.53,578.0,14.6,48.6,93.2,27.9,30.0,600,604
849,4.24,7.32,224.0,10.9,36.6,86.3,25.6,29.8,5.36,17.63,614.0,14.7,48.2,90.0,27.3,30.5,600,604
851,4.11,7.34,217.0,11.0,35.8,87.0,26.6,30.7,5.18,17.72,576.0,15.1,47.6,91.8,29.0,31.7,600,604
853,4.24,6.91,203.0,10.9,36.8,86.9,25.7,29.6,5.29,17.35,586.0,14.7,48.7,92.1,27.8,30.2,600,604
854,4.18,7.09,209.0,10.8,36.7,86.8,25.8,29.7,5.22,17.84,587.0,14.7,47.7,91.3,28.1,30.8,600,604
855,4.12,7.0,202.0,10.8,36.1,87.7,26.3,29.9,5.12,16.96,606.0,14.6,51.9,101.4,28.5,28.1,600,604
856,4.17,7.04,209.0,10.9,35.7,85.7,26.1,30.5,5.31,18.15,597.0,14.9,47.6,89.6,28.0,31.3,600,604
859,4.3,7.37,228.0,11.0,37.3,86.8,25.6,29.5,5.34,18.47,589.0,15.0,48.9,91.6,28.1,30.7,600,604
861,4.02,7.41,213.0,10.8,33.8,84.0,26.8,31.9,4.95,17.92,545.0,14.6,44.0,89.0,29.5,33.1,600,604
872,4.15,7.08,193.0,10.9,35.9,86.4,26.3,30.4,5.14,17.11,550.0,14.8,45.9,89.3,28.8,32.2,600,604
879,4.17,7.49,206.0,11.1,36.1,86.5,26.5,30.7,5.16,17.92,563.0,15.0,45.8,88.7,29.1,32.7,600,604
904,4.14,7.13,217.0,10.9,36.2,87.4,26.3,30.1,5.31,17.62,584.0,15.0,48.9,92.1,28.3,30.7,600,604
910,4.04,6.97,200.0,10.7,35.6,88.0,26.5,30.1,5.1,17.25,550.0,14.5,46.4,91.0,28.4,31.3,600,604
915,4.2,6.89,223.0,11.0,35.8,85.4,26.2,30.7,5.15,16.81,568.0,14.8,46.3,89.8,28.7,32.0,600,604
922,4.18,7.23,213.0,10.9,36.4,87.0,26.0,29.9,5.32,17.77,586.0,14.7,48.4,90.9,27.7,30.4,600,604
923,4.2,7.28,225.0,10.9,37.3,88.0,25.9,29.6,5.32,18.5,606.0,14.9,49.8,93.6,27.9,29.8,600,604
924,4.23,7.15,216.0,11.0,37.2,87.9,26.1,29.6,5.34,17.78,594.0,15.0,50.1,93.9,28.0,29.9,600,604
925,4.24,7.01,216.0,11.0,37.3,87.9,26.0,29.5,5.3,17.99,574.0,14.9,49.4,93.2,28.2,30.2,600,604
927,4.36,7.04,231.0,11.3,37.5,86.1,25.9,30.1,5.59,17.46,649.0,15.7,50.4,90.1,28.1,31.2,600,604
928,4.1,7.3,213.0,11.0,36.0,87.4,26.7,30.5,5.26,17.82,571.0,15.1,47.6,90.5,28.7,31.7,600,604
931,4.11,7.26,220.0,10.7,36.2,88.0,26.1,29.6,5.28,18.17,580.0,14.9,49.1,93.0,28.1,30.3,600,604
938,4.19,5.82,229.0,11.0,35.7,85.2,26.2,30.8,5.26,14.55,577.0,14.9,47.1,89.6,28.3,31.6,600,604
944,4.2,7.02,192.0,11.1,36.2,86.2,26.5,30.7,5.19,17.8,609.0,15.1,46.9,90.8,29.0,32.1,600,604
946,4.13,7.19,216.0,10.8,39.7,96.2,26.2,27.2,5.1,18.65,566.0,14.8,46.3,90.7,29.0,32.0,600,604
947,4.23,7.46,212.0,11.1,36.7,86.7,26.1,30.2,5.33,18.98,603.0,14.9,48.8,91.6,28.0,30.5,600,604
954,4.2,7.11,221.0,10.8,36.5,86.8,25.8,29.6,5.29,17.99,587.0,14.6,48.5,91.7,27.6,30.1,600,604
955,4.2,7.06,204.0,11.1,36.9,87.8,26.4,30.1,5.21,17.74,579.0,15.0,48.7,93.4,28.7,30.8,600,604
961,4.19,7.34,233.0,10.9,35.9,85.7,25.9,30.4,5.18,17.85,581.0,14.7,46.8,90.3,28.4,31.4,600,604
966,4.22,6.17,200.0,11.1,37.2,88.1,26.2,29.8,5.28,15.39,563.0,15.0,49.1,93.0,28.3,30.5,600,604
974,4.19,7.37,220.0,10.8,36.0,85.8,25.8,30.0,5.27,18.5,604.0,14.8,48.0,91.1,28.1,30.8,600,604
984,4.25,7.05,230.0,10.8,36.7,86.3,25.4,29.4,5.26,17.58,615.0,14.5,47.7,90.7,27.6,30.4,600,604
990,4.13,7.82,200.0,10.8,34.5,83.4,26.2,31.4,5.1,18.48,536.0,14.6,44.8,87.9,28.7,32.6,600,604
993,4.22,7.57,176.0,11.2,36.1,85.5,25.7,29.9,5.31,17.98,565.0,14.8,47.7,91.0,27.8,30.6,600,604
1022,4.22,7.18,208.0,10.9,37.2,88.2,25.8,29.3,5.24,17.82,213.0,14.9,48.6,92.7,28.4,30.6,600,604
1025,3.07,6.91,215.0,10.9,39.8,129.6,35.4,27.4,5.12,18.32,591.0,14.9,47.6,92.9,29.1,31.3,600,604
1053,4.18,7.28,212.0,10.9,35.8,85.7,26.1,30.4,5.19,17.5,598.0,14.8,46.8,90.1,28.6,31.6,600,604
1054,4.18,7.09,208.0,10.8,36.6,86.8,25.8,29.5,5.22,17.84,586.0,14.5,47.5,90.9,28.0,30.5,600,604
1057,4.11,7.11,209.0,11.0,34.7,84.4,26.7,31.6,5.04,16.77,500.0,14.5,59.8,118.8,28.8,24.2,600,604
1060,4.31,6.58,183.0,10.8,52.2,121.1,25.0,20.7,5.33,17.39,547.0,14.8,48.5,91.0,27.8,30.5,600,604
1061,4.07,7.0,204.0,10.9,49.5,121.6,26.9,22.0,5.28,18.33,579.0,14.8,48.4,92.3,28.2,30.6,600,604
1066,4.17,7.2,208.0,11.0,36.4,87.3,26.3,30.1,5.21,17.8,585.0,14.8,47.3,90.8,28.5,31.4,600,604
1074,4.16,8.86,194.0,10.8,34.8,86.0,24.9,30.1,5.61,19.03,575.0,14.6,47.5,101.5,30.4,31.7,600,604
1078,4.16,7.35,225.0,10.9,35.1,84.3,26.1,31.0,5.09,18.1,587.0,14.8,45.2,88.9,29.0,32.6,600,604
1095,4.18,7.15,204.0,10.9,36.5,87.3,25.9,29.9,5.34,18.42,589.0,15.0,49.1,91.9,28.0,30.5,600,604
1100,3.29,7.04,194.0,10.8,33.4,125.7,32.8,26.1,5.27,18.18,554.0,14.8,48.2,91.4,28.0,30.7,600,604
1110,4.19,7.21,190.0,10.9,35.6,85.0,26.0,30.6,5.15,18.46,558.0,14.9,46.1,89.6,28.9,32.3,600,604
1115,4.15,8.94,213.0,11.0,35.0,84.3,26.4,31.4,5.16,22.43,580.0,14.7,46.5,90.1,28.5,31.6,600,604
1120,4.05,7.62,219.0,11.2,34.6,85.2,27.5,32.3,5.02,17.98,620.0,14.9,49.5,98.6,29.6,30.1,600,604
1121,4.09,7.4,225.0,11.0,35.2,86.2,26.8,31.1,4.71,17.83,580.0,14.5,57.4,121.9,30.8,25.3,600,604
1125,4.04,7.59,213.0,11.0,34.0,84.1,27.3,32.5,4.92,17.73,514.0,14.7,59.7,121.3,19.9,24.6,600,604
1126,4.15,7.1,212.0,11.0,36.1,87.0,26.6,30.5,5.21,17.52,586.0,15.0,47.4,90.9,28.7,31.6,600,604
1127,4.24,7.27,235.0,11.0,36.0,85.0,25.9,30.6,5.18,18.12,592.0,14.9,46.7,90.1,28.8,31.9,600,604
1144,4.14,7.01,218.0,10.9,34.4,83.1,26.2,31.5,5.16,17.0,590.0,14.7,46.0,87.9,28.4,32.3,600,604
1153,4.21,7.31,201.0,11.0,36.5,86.4,26.1,30.1,4.1,16.96,588.0,14.8,53.6,130.3,34.5,27.7,600,604
1156,3.27,7.3,218.0,10.8,41.8,127.7,32.9,25.7,5.27,18.37,587.0,14.8,48.9,92.9,28.1,30.3,600,604
1160,4.1,7.95,223.0,10.9,35.1,85.5,26.6,31.2,5.09,17.77,567.0,14.8,46.3,91.0,29.0,31.9,600,604
1161,4.05,7.19,209.0,10.7,34.4,85.0,26.4,31.1,5.07,18.11,585.0,14.6,45.2,89.1,28.7,32.3,600,604
1163,4.17,7.37,187.0,10.9,35.9,86.0,26.2,30.4,5.26,17.88,567.0,14.8,47.8,90.8,28.2,31.0,600,604
1181,4.19,7.3,207.0,10.9,36.8,87.8,26.1,29.6,18.16,5.24,571.0,15.0,47.8,91.3,28.5,31.4,600,604
1192,4.26,7.08,202.0,11.0,37.2,87.3,25.7,29.6,5.31,17.57,590.0,14.9,48.6,91.6,28.0,30.7,600,604
1201,4.19,7.11,208.0,10.8,36.3,86.7,25.8,29.8,5.11,17.84,609.0,14.6,46.2,90.4,28.6,31.6,600,604
1210,4.06,8.23,221.0,10.8,34.8,85.9,26.6,30.9,5.09,17.83,568.0,15.0,46.7,91.7,29.4,32.0,600,604
1223,4.29,6.63,233.0,10.8,36.6,85.2,25.2,29.5,5.31,17.89,568.0,14.7,47.8,90.0,27.7,30.8,600,604
1224,4.15,7.21,204.0,10.8,36.2,87.3,26.0,29.8,5.14,17.76,571.0,14.7,47.3,92.0,28.5,31.1,600,604
1225,3.22,6.83,230.0,10.8,40.7,126.4,33.5,26.5,5.27,17.93,590.0,14.7,48.7,92.4,28.0,32.2,600,604
1251,4.16,7.01,219.0,10.8,36.7,88.3,25.9,29.4,5.28,17.74,583.0,14.6,50.2,95.1,27.7,29.1,600,604
